Price,Price Change,Price Percent Change,Open,Shares Outstanding,Beta,Rev. per Employee,EPS,Dividend,Average Volume,Day Range Low,Day Range High,Time
227.61,0.78,0.0034,224.21,179130000.0,1.3,439.63,-3.84,,9720000.0,221.7,227.83,2019-08-20 08:30:05.016932
226.83,6.89,0.0313,224.21,179130000.0,1.3,439.63,-3.84,,9720000.0,221.7,227.83,2019-08-20 08:30:26.433011
226.83,6.89,0.0313,224.21,179130000.0,1.3,439.63,-3.84,,9720000.0,221.7,227.83,2019-08-20 08:30:48.586092
227.98,1.15,0.0051,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.65,228.34,2019-08-20 08:31:11.010048
228.27,1.44,0.0063,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.65,228.34,2019-08-20 08:31:33.247123
228.21,1.38,0.0061,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.65,228.49,2019-08-20 08:31:55.238185
227.5,0.67,0.003,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.65,228.49,2019-08-20 08:32:17.349943
227.97,1.14,0.005,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.65,228.49,2019-08-20 08:32:40.063155
227.65,0.8184,0.0036,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.65,228.49,2019-08-20 08:33:02.163011
227.67,0.84,0.0037,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.65,228.49,2019-08-20 08:33:23.749368
227.03,0.2,0.0009,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.65,228.49,2019-08-20 08:33:45.578473
227.53,0.7,0.0031,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.65,228.49,2019-08-20 08:34:07.606508
227.93,1.1,0.0048,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.65,228.49,2019-08-20 08:34:29.900764
228.07,1.24,0.0055000000000000005,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.65,228.49,2019-08-20 08:34:51.941316
228.24,1.41,0.0062,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.65,228.49,2019-08-20 08:35:13.467693
227.15,0.32,0.0014000000000000002,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.65,228.49,2019-08-20 08:35:34.640694
227.3,0.47,0.0021,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.65,228.49,2019-08-20 08:35:56.417319
227.27,0.44,0.0019,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.65,228.49,2019-08-20 08:36:18.321489
226.82,-0.0124,-0.0001,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.55,228.49,2019-08-20 08:36:39.291610
226.7,-0.13,-0.0006,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.55,228.49,2019-08-20 08:37:00.954266
226.8,-0.03,-0.0001,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.55,228.49,2019-08-20 08:37:22.139656
227.22,0.39,0.0017,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.55,228.49,2019-08-20 08:37:47.694967
227.32,0.49,0.0022,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.55,228.49,2019-08-20 08:38:08.982701
227.61,0.78,0.0034,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.55,228.49,2019-08-20 08:38:30.138694
227.59,0.7599,0.0034,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.55,228.49,2019-08-20 08:38:51.364762
227.28,0.45,0.002,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.55,228.49,2019-08-20 08:39:12.946972
227.21,0.38,0.0017,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.55,228.49,2019-08-20 08:39:34.269622
226.52,-0.315,-0.0014000000000000002,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.45,228.49,2019-08-20 08:39:56.833522
226.67,-0.16,-0.0007000000000000001,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.43,228.49,2019-08-20 08:40:18.070951
226.35,-0.48,-0.0021,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,226.11,228.49,2019-08-20 08:40:39.427960
225.3,-1.53,-0.0067,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,225.22,228.49,2019-08-20 08:41:00.648414
225.88,-0.95,-0.0042,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,225.22,228.49,2019-08-20 08:41:22.048873
226.37,-0.46,-0.002,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,225.22,228.49,2019-08-20 08:41:42.787925
226.38,-0.45,-0.002,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,225.22,228.49,2019-08-20 08:42:04.137205
225.88,-0.95,-0.0042,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,225.22,228.49,2019-08-20 08:42:25.528642
225.99,-0.84,-0.0037,227.62,179130000.0,1.3,439.63,-3.84,,9720000.0,225.22,228.49,2019-08-20 08:42:47.062685
