Price,Price Change,Price Percent Change,Open,Shares Outstanding,Beta,Rev. per Employee,EPS,Dividend,Average Volume,Day Range Low,Day Range High,Time
209.01,3.48,0.0169,208.5,4600000000.0,1.22,1980000.0,11.73,0.77,26150000.0,206.66,209.32,2019-08-30 08:30:12.856243
210.1,1.0905,0.0052,208.5,4600000000.0,1.22,1980000.0,11.73,0.77,26150000.0,206.66,209.32,2019-08-30 08:30:34.817539
210.11,1.1,0.0053,210.0,4600000000.0,1.22,1980000.0,11.73,0.77,26150000.0,210.0,210.45,2019-08-30 08:30:56.359333
209.01,3.48,0.0169,210.0,4600000000.0,1.22,1980000.0,11.73,0.77,26150000.0,209.84,210.45,2019-08-30 08:31:23.480195
209.63,0.6239,0.003,210.0,4600000000.0,1.22,1980000.0,11.73,0.77,26150000.0,209.61,210.45,2019-08-30 08:31:57.278631
209.91,0.9,0.0043,210.0,4600000000.0,1.22,1980000.0,11.73,0.77,26150000.0,209.61,210.45,2019-08-30 08:32:20.621358
210.01,1.0,0.0048,210.0,4600000000.0,1.22,1980000.0,11.73,0.77,26150000.0,209.61,210.45,2019-08-30 08:32:43.082874
209.97,0.9581,0.0046,210.0,4600000000.0,1.22,1980000.0,11.73,0.77,26150000.0,209.61,210.45,2019-08-30 08:33:05.200694
209.67,0.66,0.0032,210.0,4600000000.0,1.22,1980000.0,11.73,0.77,26150000.0,209.61,210.45,2019-08-30 08:33:27.076474
209.58,0.57,0.0027,210.0,4600000000.0,1.22,1980000.0,11.73,0.77,26150000.0,209.58,210.45,2019-08-30 08:33:48.892163
209.65,0.638,0.0031,210.0,4600000000.0,1.22,1980000.0,11.73,0.77,26150000.0,209.56,210.45,2019-08-30 08:34:10.953617
209.6,0.59,0.0028000000000000004,210.0,4600000000.0,1.22,1980000.0,11.73,0.77,26150000.0,209.56,210.45,2019-08-30 08:34:33.244239
209.79,0.775,0.0037,210.0,4600000000.0,1.22,1980000.0,11.73,0.77,26150000.0,209.56,210.45,2019-08-30 08:34:55.649069
