Price,Price Change,Price Percent Change,Open,Shares Outstanding,Beta,Rev. per Employee,EPS,Dividend,Average Volume,Day Range Low,Day Range High,Time
8.58,-0.09,-0.0104,8.88,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.61,8.89,2019-08-20 08:30:09.161901
8.67,-0.12,-0.0137,8.88,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.61,8.89,2019-08-20 08:30:31.567592
8.67,-0.12,-0.0137,8.88,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.61,8.89,2019-08-20 08:30:53.802867
8.56,-0.1136,-0.0131,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.55,8.6,2019-08-20 08:31:15.412522
8.57,-0.1,-0.0115,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.54,8.6,2019-08-20 08:31:38.041933
8.57,-0.1048,-0.0121,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.54,8.6,2019-08-20 08:32:00.124248
8.57,-0.105,-0.0121,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.54,8.6,2019-08-20 08:32:22.887632
8.56,-0.11,-0.0127,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.54,8.6,2019-08-20 08:32:44.636578
8.57,-0.105,-0.0121,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.54,8.6,2019-08-20 08:33:06.449572
8.55,-0.12,-0.0138,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.54,8.6,2019-08-20 08:33:28.338349
8.56,-0.11,-0.0127,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.54,8.6,2019-08-20 08:33:50.632594
8.56,-0.115,-0.0133,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.54,8.6,2019-08-20 08:34:12.856796
8.56,-0.115,-0.0133,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.54,8.6,2019-08-20 08:34:34.421967
8.57,-0.1,-0.0115,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.54,8.6,2019-08-20 08:34:56.485838
8.58,-0.095,-0.011,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.54,8.6,2019-08-20 08:35:17.418374
8.57,-0.105,-0.0121,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.54,8.6,2019-08-20 08:35:39.356149
8.57,-0.1,-0.0115,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.54,8.6,2019-08-20 08:36:00.917310
8.57,-0.0967,-0.011200000000000002,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.54,8.6,2019-08-20 08:36:22.312056
8.57,-0.1012,-0.0117,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.54,8.6,2019-08-20 08:36:43.668297
8.56,-0.1099,-0.0127,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.54,8.6,2019-08-20 08:37:05.200407
8.56,-0.11,-0.0127,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.54,8.6,2019-08-20 08:37:30.911097
8.56,-0.11,-0.0127,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.54,8.6,2019-08-20 08:37:51.850816
8.56,-0.11,-0.0127,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.54,8.6,2019-08-20 08:38:13.090536
8.55,-0.1165,-0.0134,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.54,8.6,2019-08-20 08:38:34.310216
8.56,-0.11,-0.0127,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.54,8.6,2019-08-20 08:38:55.709471
8.55,-0.12,-0.0138,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.54,8.6,2019-08-20 08:39:17.069174
8.55,-0.12,-0.0138,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.54,8.6,2019-08-20 08:39:39.902937
8.55,-0.1163,-0.0134,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.54,8.6,2019-08-20 08:40:01.130290
8.54,-0.135,-0.0156,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.53,8.6,2019-08-20 08:40:22.245671
8.53,-0.14,-0.0161,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.52,8.6,2019-08-20 08:40:43.458372
8.53,-0.14,-0.0161,8.58,8720000000.0,0.97,429.74,-2.45,0.01,60860000.0,8.52,8.6,2019-08-20 08:41:04.888899
