Price,Price Change,Price Percent Change,Open,Shares Outstanding,Beta,Rev. per Employee,EPS,Dividend,Average Volume,Day Range Low,Day Range High,Time
182.59,2.88,0.016,180.95,2410000000.0,1.19,1570000.0,5.9,,16520000.0,180.03,183.2,2019-08-16 08:30:14.148961
183.78,1.19,0.006500000000000001,180.95,2410000000.0,1.19,1570000.0,5.9,,16520000.0,180.03,183.2,2019-08-16 08:30:35.599679
183.54,0.95,0.0052,183.7,2410000000.0,1.19,1570000.0,5.9,,16520000.0,183.39,183.93,2019-08-16 08:30:56.567734
183.41,0.82,0.0045000000000000005,183.7,2410000000.0,1.19,1570000.0,5.9,,16520000.0,183.39,183.93,2019-08-16 08:31:17.813846
184.45,1.86,0.0102,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:26:47.638442
184.38,1.7899,0.0098,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:27:08.563678
184.37,1.78,0.0097,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:27:29.239845
184.22,1.6337,0.0089,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:27:50.208534
184.1,1.5101,0.0083,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:28:13.133239
183.86,1.27,0.006999999999999999,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:28:25.171666
183.96,1.3685,0.0075,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:28:45.799619
183.87,1.28,0.006999999999999999,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:29:06.746998
183.87,1.28,0.006999999999999999,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:29:27.945205
184.0,1.41,0.0077,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:29:48.939467
183.92,1.33,0.0073,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:30:10.089429
184.27,1.68,0.0092,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:30:31.315776
184.33,1.735,0.0095,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:30:52.741886
184.11,1.52,0.0083,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:31:14.046554
184.06,1.47,0.008100000000000001,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:31:35.212078
183.94,1.3522,0.0074,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:31:56.310606
183.79,1.2,0.0066,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:32:17.559862
183.81,1.22,0.0067,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:32:38.670921
183.86,1.27,0.006999999999999999,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:33:00.119275
183.87,1.2846,0.006999999999999999,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:33:22.001315
183.83,1.24,0.0068000000000000005,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:33:43.528048
183.87,1.28,0.006999999999999999,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:34:04.507259
183.79,1.2008,0.0066,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:34:25.154540
183.75,1.16,0.0064,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:34:46.224583
183.86,1.273,0.006999999999999999,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:35:07.331340
183.98,1.39,0.0076,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:35:28.243620
184.02,1.43,0.0078,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:35:49.149988
183.99,1.4,0.0077,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:36:10.230773
184.07,1.4752,0.008100000000000001,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:36:30.863186
184.1,1.51,0.0083,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:36:51.530165
184.14,1.546,0.0085,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:37:12.890803
184.16,1.57,0.0086,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:37:34.185429
184.07,1.48,0.008100000000000001,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:37:55.261923
184.06,1.47,0.008100000000000001,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:38:16.391293
184.11,1.52,0.0083,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:38:37.332056
183.95,1.3609,0.0075,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:39:01.576152
184.04,1.45,0.0079,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:39:25.407072
184.06,1.4746,0.008100000000000001,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:39:48.818628
184.1,1.51,0.0083,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:40:10.060726
183.93,1.34,0.0073,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:40:31.242350
184.09,1.5,0.008199999999999999,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:40:52.070877
184.18,1.59,0.0087,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:41:12.843457
184.26,1.67,0.0091,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:41:33.717842
184.2,1.61,0.0088,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:41:55.561485
184.25,1.66,0.0091,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:42:18.454411
184.3,1.71,0.0094,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:42:39.323565
184.25,1.66,0.0091,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:43:00.762934
184.3,1.71,0.0094,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:43:21.887775
184.29,1.6967,0.0093,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:43:42.897427
184.28,1.6899,0.0093,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:44:03.764341
184.37,1.78,0.0097,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:44:24.926278
184.35,1.76,0.0096,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:44:45.833665
184.33,1.74,0.0095,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:45:07.098421
184.39,1.8,0.0099,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:45:28.330392
184.25,1.6573,0.0091,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:45:49.393553
184.17,1.58,0.0087,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:46:10.621492
184.19,1.6022,0.0088,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:46:31.686590
184.3,1.71,0.0094,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:46:52.694663
184.44,1.85,0.0101,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:47:13.848601
184.36,1.77,0.0097,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:47:35.285456
184.39,1.8,0.0099,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:47:56.266928
184.39,1.7963,0.0098,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:48:17.124956
184.38,1.7922,0.0098,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:48:38.581878
184.36,1.77,0.0097,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:48:59.601786
184.21,1.62,0.0089,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:49:20.520618
184.26,1.665,0.0091,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:49:41.778440
184.29,1.7,0.0093,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:50:02.673289
184.3,1.71,0.0094,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:50:23.964797
184.29,1.7,0.0093,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:50:44.872539
184.3,1.7084,0.0094,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:51:05.681330
184.34,1.75,0.0096,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:51:26.953527
184.37,1.78,0.0097,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:51:49.092016
184.37,1.78,0.0097,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:52:10.484981
184.32,1.7348,0.0095,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:52:31.860495
184.36,1.7749,0.0097,183.75,2410000000.0,1.19,1570000.0,5.9,,16520000.0,182.36,184.58,2019-08-16 09:52:53.092572
