Price,Price Change,Price Percent Change,Open,Shares Outstanding,Beta,Rev. per Employee,EPS,Dividend,Average Volume,Day Range Low,Day Range High,Time
210.76,0.41,0.0019,210.62,4600000000.0,1.22,1980000.0,11.73,0.77,26260000.0,210.03,212.73,2019-08-20 08:30:04.132447
210.35,3.85,0.0186,210.62,4600000000.0,1.22,1980000.0,11.73,0.77,26260000.0,210.03,212.73,2019-08-20 08:30:25.136696
210.35,3.85,0.0186,210.62,4600000000.0,1.22,1980000.0,11.73,0.77,26260000.0,210.03,212.73,2019-08-20 08:30:47.685966
211.26,0.91,0.0043,210.86,4600000000.0,1.22,1980000.0,11.73,0.77,26260000.0,210.65,211.49,2019-08-20 08:31:09.964900
211.55,1.2,0.005699999999999999,210.86,4600000000.0,1.22,1980000.0,11.73,0.77,26260000.0,210.65,211.59,2019-08-20 08:31:32.114710
211.37,1.0175,0.0048,210.86,4600000000.0,1.22,1980000.0,11.73,0.77,26260000.0,210.65,211.63,2019-08-20 08:31:54.121024
211.43,1.08,0.0051,210.86,4600000000.0,1.22,1980000.0,11.73,0.77,26260000.0,210.65,211.63,2019-08-20 08:32:16.305208
211.69,1.34,0.0064,210.86,4600000000.0,1.22,1980000.0,11.73,0.77,26260000.0,210.65,211.73,2019-08-20 08:32:38.887653
211.63,1.28,0.0061,210.86,4600000000.0,1.22,1980000.0,11.73,0.77,26260000.0,210.65,211.78,2019-08-20 08:33:00.558360
211.29,0.94,0.0045000000000000005,210.86,4600000000.0,1.22,1980000.0,11.73,0.77,26260000.0,210.65,211.78,2019-08-20 08:33:22.308964
211.18,0.83,0.0039,210.86,4600000000.0,1.22,1980000.0,11.73,0.77,26260000.0,210.65,211.78,2019-08-20 08:33:44.492585
211.12,0.765,0.0036,210.86,4600000000.0,1.22,1980000.0,11.73,0.77,26260000.0,210.65,211.78,2019-08-20 08:34:06.530118
211.3,0.95,0.0045000000000000005,210.86,4600000000.0,1.22,1980000.0,11.73,0.77,26260000.0,210.65,211.78,2019-08-20 08:34:28.787093
211.3,0.945,0.0045000000000000005,210.86,4600000000.0,1.22,1980000.0,11.73,0.77,26260000.0,210.65,211.78,2019-08-20 08:34:50.484670
211.33,0.98,0.004699999999999999,210.86,4600000000.0,1.22,1980000.0,11.73,0.77,26260000.0,210.65,211.78,2019-08-20 08:35:12.534274
211.45,1.1,0.0052,210.86,4600000000.0,1.22,1980000.0,11.73,0.77,26260000.0,210.65,211.78,2019-08-20 08:35:33.653070
